Date,Company,Product,Category,Region,Quantity,Sales,Revenue
2025-06-22,ASUS,Tablet,Mobile Hardware,South,11,4400,3960.0
2025-06-23,Apple,Processor,Components,West,9,3150,2992.5
2025-06-23,HP,Tablet,Mobile Hardware,North,1,400,360.0
2025-06-24,Apple,Tablet,Mobile Hardware,East,11,4400,3740.0
2025-06-24,AMD,SSD,Storage,South,3,360,360.0
2025-06-24,AMD,Laptop,Computers,North,9,7650,6885.0
2025-06-25,Lenovo,Processor,Components,South,11,3850,3657.5
2025-06-25,AMD,Processor,Components,East,2,700,665.0
2025-06-26,Dell,SSD,Storage,North,12,1440,1296.0
2025-06-26,Samsung,Keyboard,Accessories,West,4,220,220.0
2025-06-26,ASUS,Keyboard,Accessories,North,4,220,209.0
2025-06-27,Apple,Keyboard,Accessories,West,2,110,110.0
2025-06-27,Samsung,Printer,Office Hardware,North,3,540,513.0
2025-06-28,MSI,Tablet,Mobile Hardware,West,13,5200,4940.0
2025-06-28,HP,Printer,Office Hardware,East,3,540,486.0
2025-06-28,Dell,Laptop,Computers,East,1,850,850.0
2025-06-29,Apple,SSD,Storage,East,6,720,684.0
2025-06-29,Samsung,Processor,Components,North,8,2800,2800.0
2025-06-30,HP,Tablet,Mobile Hardware,East,12,4800,4320.0
2025-06-30,Lenovo,Printer,Office Hardware,South,3,540,459.0
2025-07-01,Dell,Printer,Office Hardware,East,5,900,765.0
2025-07-01,Dell,Mouse,Accessories,West,1,30,27.0
2025-07-01,Lenovo,Printer,Office Hardware,West,10,1800,1620.0
2025-07-02,ASUS,Graphics Card,Components,West,7,4550,4550.0
2025-07-02,Lenovo,Processor,Components,North,10,3500,3500.0
2025-07-03,Dell,Graphics Card,Components,South,13,8450,8027.5
2025-07-03,Dell,Processor,Components,East,1,350,315.0
2025-07-03,Samsung,SSD,Storage,South,12,1440,1224.0
2025-07-04,AMD,Processor,Components,South,11,3850,3850.0
2025-07-04,HP,Graphics Card,Components,West,9,5850,4972.5
2025-07-05,Lenovo,Processor,Components,West,8,2800,2660.0
2025-07-05,HP,SSD,Storage,West,7,840,798.0
2025-07-05,Lenovo,SSD,Storage,North,10,1200,1200.0
2025-07-06,MSI,Laptop,Computers,South,7,5950,5950.0
2025-07-06,Dell,Processor,Components,South,5,1750,1662.5
2025-07-07,AMD,Mouse,Accessories,North,5,150,142.5
2025-07-07,Samsung,Keyboard,Accessories,North,11,605,605.0
2025-07-07,AMD,Desktop PC,Computers,North,13,9100,8645.0
2025-07-08,AMD,SSD,Storage,South,5,600,540.0
2025-07-08,AMD,Monitor,Displays,South,1,250,225.0
2025-07-09,HP,Keyboard,Accessories,West,8,440,374.0
2025-07-09,Lenovo,Tablet,Mobile Hardware,West,12,4800,4800.0
2025-07-09,Intel,Processor,Components,South,11,3850,3850.0
2025-07-10,MSI,Graphics Card,Components,West,1,650,585.0
2025-07-10,Apple,Desktop PC,Computers,North,4,2800,2800.0
2025-07-11,AMD,Monitor,Displays,East,9,2250,2250.0
2025-07-11,ASUS,Keyboard,Accessories,West,14,770,770.0
2025-07-11,HP,Processor,Components,South,9,3150,3150.0
2025-07-12,Samsung,Laptop,Computers,West,5,4250,4250.0
2025-07-12,Apple,Tablet,Mobile Hardware,West,4,1600,1600.0
2025-07-13,Intel,Desktop PC,Computers,West,3,2100,2100.0
2025-07-13,ASUS,Mouse,Accessories,East,3,90,90.0
2025-07-13,Intel,Laptop,Computers,North,12,10200,9690.0
2025-07-14,Apple,Monitor,Displays,South,5,1250,1187.5
2025-07-14,AMD,Desktop PC,Computers,East,10,7000,6650.0
2025-07-15,ASUS,Laptop,Computers,South,1,850,850.0
2025-07-15,Intel,Tablet,Mobile Hardware,South,5,2000,2000.0
2025-07-15,Samsung,Mouse,Accessories,South,6,180,171.0
2025-07-16,Lenovo,Laptop,Computers,East,7,5950,5652.5
2025-07-16,Dell,Printer,Office Hardware,North,12,2160,2052.0
2025-07-17,Lenovo,Mouse,Accessories,South,9,270,270.0
2025-07-17,Apple,Monitor,Displays,North,3,750,637.5
2025-07-18,HP,Tablet,Mobile Hardware,North,2,800,800.0
2025-07-18,Dell,Processor,Components,West,14,4900,4655.0
2025-07-18,MSI,Graphics Card,Components,East,3,1950,1852.5
2025-07-19,Samsung,Graphics Card,Components,East,12,7800,7410.0
2025-07-19,MSI,Graphics Card,Components,West,9,5850,5850.0
2025-07-20,ASUS,Desktop PC,Computers,West,12,8400,8400.0
2025-07-20,Dell,Monitor,Displays,North,7,1750,1575.0
2025-07-20,MSI,Tablet,Mobile Hardware,South,9,3600,3600.0
2025-07-21,MSI,Mouse,Accessories,East,13,390,390.0
2025-07-21,Intel,Desktop PC,Computers,South,2,1400,1400.0
2025-07-22,Lenovo,Monitor,Displays,South,5,1250,1125.0
2025-07-22,Intel,Processor,Components,West,13,4550,4550.0
2025-07-22,Dell,Printer,Office Hardware,South,4,720,612.0
2025-07-23,Dell,Tablet,Mobile Hardware,North,2,800,760.0
2025-07-23,Apple,Graphics Card,Components,West,9,5850,4972.5
2025-07-24,Intel,Laptop,Computers,South,9,7650,6502.5
2025-07-24,Acer,Tablet,Mobile Hardware,West,6,2400,2280.0
2025-07-24,Lenovo,SSD,Storage,North,11,1320,1320.0
2025-07-25,Dell,Monitor,Displays,North,6,1500,1500.0
2025-07-25,Apple,Keyboard,Accessories,South,8,440,440.0
2025-07-26,Intel,Processor,Components,West,6,2100,1890.0
2025-07-26,Lenovo,Printer,Office Hardware,South,1,180,180.0
2025-07-26,Intel,Processor,Components,South,4,1400,1400.0
2025-07-27,MSI,Tablet,Mobile Hardware,West,13,5200,5200.0
2025-07-27,Apple,Keyboard,Accessories,South,7,385,327.25
2025-07-28,Lenovo,SSD,Storage,North,13,1560,1560.0
2025-07-28,AMD,Mouse,Accessories,West,13,390,390.0
2025-07-28,ASUS,Laptop,Computers,West,2,1700,1700.0
2025-07-29,ASUS,Keyboard,Accessories,West,9,495,420.75
2025-07-29,Lenovo,Monitor,Displays,West,8,2000,1900.0
2025-07-30,Intel,Graphics Card,Components,South,8,5200,5200.0
2025-07-30,Apple,SSD,Storage,South,7,840,840.0
2025-07-30,ASUS,Laptop,Computers,North,4,3400,3400.0
2025-07-31,Apple,Printer,Office Hardware,East,2,360,360.0
2025-07-31,ASUS,Graphics Card,Components,East,3,1950,1657.5
2025-08-01,MSI,Tablet,Mobile Hardware,North,12,4800,4320.0
2025-08-01,Intel,Keyboard,Accessories,East,6,330,313.5
2025-08-01,MSI,Laptop,Computers,North,12,10200,9180.0
2025-08-02,ASUS,Desktop PC,Computers,South,12,8400,8400.0
2025-08-02,AMD,Mouse,Accessories,West,5,150,135.0
2025-08-03,AMD,Mouse,Accessories,West,12,360,324.0
2025-08-03,MSI,SSD,Storage,South,8,960,960.0
2025-08-04,AMD,Printer,Office Hardware,West,6,1080,972.0
2025-08-04,ASUS,SSD,Storage,West,6,720,720.0
2025-08-04,Lenovo,Desktop PC,Computers,East,1,700,700.0
2025-08-05,MSI,Monitor,Displays,South,4,1000,1000.0
2025-08-05,HP,Printer,Office Hardware,East,5,900,900.0
2025-08-06,Intel,Processor,Components,East,12,4200,3780.0
2025-08-06,AMD,Monitor,Displays,West,11,2750,2337.5
2025-08-06,AMD,Printer,Office Hardware,West,3,540,513.0
2025-08-07,Dell,Printer,Office Hardware,South,13,2340,2106.0
2025-08-07,Acer,Desktop PC,Computers,West,9,6300,5670.0
2025-08-08,MSI,Tablet,Mobile Hardware,West,1,400,400.0
2025-08-08,Samsung,Desktop PC,Computers,South,6,4200,3990.0
2025-08-08,AMD,Printer,Office Hardware,West,6,1080,1080.0
2025-08-09,Intel,Laptop,Computers,East,10,8500,8075.0
2025-08-09,HP,Monitor,Displays,South,5,1250,1062.5
2025-08-10,AMD,Desktop PC,Computers,West,12,8400,8400.0
2025-08-10,HP,Tablet,Mobile Hardware,North,5,2000,1800.0
2025-08-10,ASUS,Keyboard,Accessories,South,10,550,522.5
2025-08-11,ASUS,SSD,Storage,South,14,1680,1596.0
2025-08-11,Acer,Printer,Office Hardware,North,13,2340,2340.0
2025-08-12,Lenovo,Processor,Components,West,5,1750,1750.0
2025-08-12,Samsung,Keyboard,Accessories,West,6,330,330.0
2025-08-12,Dell,Mouse,Accessories,South,8,240,240.0
2025-08-13,Acer,Graphics Card,Components,South,2,1300,1300.0
2025-08-13,Apple,Tablet,Mobile Hardware,West,6,2400,2280.0
2025-08-14,Dell,Processor,Components,West,1,350,350.0
2025-08-14,MSI,Graphics Card,Components,East,4,2600,2340.0
2025-08-14,Intel,Tablet,Mobile Hardware,South,14,5600,5320.0
2025-08-15,Apple,Laptop,Computers,South,10,8500,8075.0
2025-08-15,Apple,SSD,Storage,North,3,360,360.0
2025-08-16,Acer,Keyboard,Accessories,East,9,495,470.25
2025-08-16,Lenovo,Monitor,Displays,West,3,750,637.5
2025-08-16,Acer,Tablet,Mobile Hardware,East,6,2400,2400.0
2025-08-17,MSI,Monitor,Displays,West,1,250,250.0
2025-08-17,AMD,SSD,Storage,West,12,1440,1296.0
2025-08-18,AMD,Printer,Office Hardware,East,6,1080,1080.0
2025-08-18,Lenovo,Mouse,Accessories,South,4,120,120.0
2025-08-19,MSI,Keyboard,Accessories,West,8,440,440.0
2025-08-19,Lenovo,SSD,Storage,East,13,1560,1560.0
2025-08-19,HP,SSD,Storage,North,11,1320,1254.0
2025-08-20,AMD,Laptop,Computers,East,9,7650,7650.0
2025-08-20,Apple,Graphics Card,Components,North,4,2600,2340.0
2025-08-21,Samsung,Mouse,Accessories,West,10,300,270.0
2025-08-21,Intel,Keyboard,Accessories,East,12,660,627.0
2025-08-21,MSI,Printer,Office Hardware,East,10,1800,1710.0
2025-08-22,Dell,Printer,Office Hardware,North,6,1080,972.0
2025-08-22,Lenovo,Desktop PC,Computers,East,1,700,700.0
2025-08-23,Intel,SSD,Storage,East,4,480,432.0
2025-08-23,Dell,Tablet,Mobile Hardware,West,7,2800,2520.0
2025-08-23,Intel,Laptop,Computers,East,12,10200,9180.0
2025-08-24,Samsung,Mouse,Accessories,South,1,30,28.5
2025-08-24,Dell,Printer,Office Hardware,North,8,1440,1440.0
2025-08-25,Acer,Keyboard,Accessories,East,12,660,660.0
2025-08-25,ASUS,Desktop PC,Computers,North,10,7000,6300.0
2025-08-25,Acer,Keyboard,Accessories,North,12,660,660.0
2025-08-26,AMD,Laptop,Computers,North,11,9350,8415.0
2025-08-26,ASUS,Tablet,Mobile Hardware,East,6,2400,2400.0
2025-08-27,Acer,Desktop PC,Computers,East,5,3500,3500.0
2025-08-27,ASUS,Desktop PC,Computers,North,10,7000,7000.0
2025-08-27,ASUS,Graphics Card,Components,South,11,7150,7150.0
2025-08-28,Apple,Mouse,Accessories,North,14,420,399.0
2025-08-28,Lenovo,Desktop PC,Computers,South,9,6300,6300.0
2025-08-29,Lenovo,Graphics Card,Components,North,2,1300,1105.0
2025-08-29,Apple,Graphics Card,Components,West,5,3250,3087.5
2025-08-29,Intel,Laptop,Computers,North,6,5100,5100.0
2025-08-30,HP,Monitor,Displays,North,7,1750,1662.5
2025-08-30,Intel,Keyboard,Accessories,East,5,275,247.5
2025-08-31,Dell,Tablet,Mobile Hardware,South,9,3600,3240.0
2025-08-31,Dell,Processor,Components,West,1,350,350.0
2025-08-31,ASUS,Keyboard,Accessories,South,7,385,346.5
2025-09-01,Acer,Desktop PC,Computers,West,10,7000,6300.0
2025-09-01,Acer,Tablet,Mobile Hardware,North,7,2800,2800.0
2025-09-02,Lenovo,Printer,Office Hardware,East,4,720,720.0
2025-09-02,MSI,Monitor,Displays,East,9,2250,2137.5
2025-09-02,Intel,Printer,Office Hardware,South,14,2520,2520.0
2025-09-03,AMD,Printer,Office Hardware,East,12,2160,1944.0
2025-09-03,Samsung,Mouse,Accessories,South,11,330,330.0
2025-09-04,Acer,Keyboard,Accessories,South,5,275,233.75
2025-09-04,Samsung,Processor,Components,West,4,1400,1330.0
2025-09-05,ASUS,Laptop,Computers,South,13,11050,11050.0
2025-09-05,Samsung,Processor,Components,West,7,2450,2450.0
2025-09-05,AMD,Printer,Office Hardware,East,4,720,684.0
2025-09-06,Apple,Desktop PC,Computers,South,3,2100,1890.0
2025-09-06,AMD,Monitor,Displays,South,9,2250,2025.0
2025-09-07,Samsung,SSD,Storage,North,11,1320,1320.0
2025-09-07,AMD,Processor,Components,South,8,2800,2800.0
2025-09-07,HP,Printer,Office Hardware,South,1,180,180.0
2025-09-08,ASUS,Monitor,Displays,North,7,1750,1662.5
2025-09-08,Intel,Tablet,Mobile Hardware,North,9,3600,3600.0
2025-09-09,Apple,Keyboard,Accessories,East,8,440,440.0
2025-09-09,Acer,Graphics Card,Components,South,8,5200,4940.0
2025-09-09,Dell,Mouse,Accessories,East,13,390,331.5
2025-09-10,Intel,Monitor,Displays,East,6,1500,1500.0
2025-09-10,Dell,Desktop PC,Computers,North,11,7700,7700.0
2025-09-11,ASUS,Desktop PC,Computers,West,4,2800,2660.0
2025-09-11,Apple,Monitor,Displays,East,8,2000,1900.0
2025-09-11,Lenovo,Desktop PC,Computers,West,3,2100,2100.0
2025-09-12,Acer,Keyboard,Accessories,South,13,715,607.75
2025-09-12,HP,Desktop PC,Computers,North,9,6300,5670.0
2025-09-13,Lenovo,Processor,Components,South,13,4550,4550.0
2025-09-13,ASUS,Graphics Card,Components,South,2,1300,1300.0
2025-09-13,Intel,Desktop PC,Computers,North,2,1400,1330.0
2025-09-14,HP,Graphics Card,Components,South,12,7800,7020.0
2025-09-14,AMD,Printer,Office Hardware,North,13,2340,2340.0
2025-09-15,Samsung,Laptop,Computers,West,12,10200,9690.0
2025-09-15,HP,Keyboard,Accessories,South,7,385,365.75
2025-09-15,ASUS,Laptop,Computers,North,12,10200,10200.0
2025-09-16,MSI,Printer,Office Hardware,East,10,1800,1710.0
2025-09-16,Samsung,Keyboard,Accessories,South,4,220,187.0
2025-09-17,Dell,Monitor,Displays,West,10,2500,2500.0
2025-09-17,Acer,Monitor,Displays,North,8,2000,2000.0
2025-09-17,Dell,Graphics Card,Components,South,9,5850,5850.0
2025-09-18,HP,Printer,Office Hardware,South,7,1260,1134.0
2025-09-18,Dell,Graphics Card,Components,South,5,3250,2762.5
2025-09-19,ASUS,Mouse,Accessories,West,8,240,240.0
2025-09-19,AMD,Desktop PC,Computers,North,4,2800,2520.0
2025-09-19,Intel,SSD,Storage,East,2,240,228.0
2025-09-20,Acer,Mouse,Accessories,East,11,330,313.5
2025-09-20,Dell,Desktop PC,Computers,East,12,8400,8400.0
2025-09-21,Dell,Keyboard,Accessories,North,6,330,330.0
2025-09-21,HP,Graphics Card,Components,East,9,5850,5850.0
2025-09-22,Intel,Keyboard,Accessories,West,1,55,52.25
2025-09-22,Lenovo,Keyboard,Accessories,North,11,605,605.0
2025-09-22,Dell,Desktop PC,Computers,South,10,7000,5950.0
2025-09-23,ASUS,Printer,Office Hardware,West,12,2160,2160.0
2025-09-23,MSI,Desktop PC,Computers,South,7,4900,4900.0
2025-09-24,Acer,Tablet,Mobile Hardware,East,10,4000,3800.0
2025-09-24,Dell,Monitor,Displays,West,9,2250,2025.0
2025-09-24,ASUS,Monitor,Displays,North,10,2500,2500.0
2025-09-25,ASUS,Mouse,Accessories,West,9,270,270.0
2025-09-25,Acer,Monitor,Displays,South,10,2500,2125.0
2025-09-26,Lenovo,Desktop PC,Computers,North,11,7700,7700.0
2025-09-26,ASUS,Processor,Components,West,13,4550,4550.0
2025-09-26,MSI,Graphics Card,Components,West,3,1950,1755.0
2025-09-27,ASUS,Desktop PC,Computers,West,11,7700,7700.0
2025-09-27,ASUS,Desktop PC,Computers,West,13,9100,8645.0
2025-09-28,ASUS,SSD,Storage,North,5,600,600.0
2025-09-28,AMD,Graphics Card,Components,South,8,5200,5200.0
2025-09-28,AMD,Tablet,Mobile Hardware,West,8,3200,3200.0
2025-09-29,Lenovo,Monitor,Displays,North,4,1000,1000.0
2025-09-29,Dell,Graphics Card,Components,South,12,7800,7800.0
2025-09-30,ASUS,Monitor,Displays,West,11,2750,2750.0
2025-09-30,Intel,Mouse,Accessories,South,11,330,297.0
2025-09-30,Dell,Graphics Card,Components,South,1,650,650.0
2025-10-01,Lenovo,Monitor,Displays,North,1,250,250.0
2025-10-01,Apple,Tablet,Mobile Hardware,South,4,1600,1440.0
2025-10-02,Dell,Laptop,Computers,North,6,5100,4845.0
2025-10-02,Dell,Keyboard,Accessories,West,8,440,440.0
2025-10-02,Samsung,Keyboard,Accessories,South,6,330,280.5
2025-10-03,HP,Tablet,Mobile Hardware,South,12,4800,4800.0
2025-10-03,Samsung,SSD,Storage,East,9,1080,1080.0
2025-10-04,MSI,Laptop,Computers,West,9,7650,6885.0
2025-10-04,AMD,Mouse,Accessories,West,14,420,399.0
2025-10-04,AMD,Tablet,Mobile Hardware,East,2,800,800.0
2025-10-05,HP,Keyboard,Accessories,East,10,550,550.0
2025-10-05,Acer,Keyboard,Accessories,North,1,55,52.25
2025-10-06,Acer,Keyboard,Accessories,North,2,110,110.0
2025-10-06,Lenovo,Printer,Office Hardware,South,5,900,765.0
2025-10-07,HP,Tablet,Mobile Hardware,South,4,1600,1600.0
2025-10-07,Dell,Desktop PC,Computers,South,4,2800,2520.0
2025-10-07,Acer,Mouse,Accessories,South,9,270,256.5
2025-10-08,ASUS,Keyboard,Accessories,North,11,605,544.5
2025-10-08,Intel,Monitor,Displays,West,8,2000,1800.0
2025-10-09,Dell,Tablet,Mobile Hardware,South,6,2400,2280.0
2025-10-09,MSI,Printer,Office Hardware,West,1,180,180.0
2025-10-09,ASUS,Tablet,Mobile Hardware,South,2,800,800.0
2025-10-10,ASUS,Mouse,Accessories,East,6,180,180.0
2025-10-10,HP,Printer,Office Hardware,South,11,1980,1782.0
2025-10-11,Lenovo,Mouse,Accessories,South,2,60,54.0
2025-10-11,MSI,Tablet,Mobile Hardware,South,13,5200,5200.0
2025-10-11,Acer,Desktop PC,Computers,North,10,7000,7000.0
2025-10-12,HP,Mouse,Accessories,East,5,150,150.0
2025-10-12,Acer,Printer,Office Hardware,South,14,2520,2394.0
2025-10-13,HP,Printer,Office Hardware,South,5,900,855.0
2025-10-13,HP,Mouse,Accessories,West,6,180,162.0
2025-10-13,HP,Processor,Components,East,6,2100,1785.0
2025-10-14,Lenovo,Tablet,Mobile Hardware,South,14,5600,5600.0
2025-10-14,HP,Processor,Components,West,6,2100,1995.0
2025-10-15,Apple,SSD,Storage,West,14,1680,1680.0
2025-10-15,Intel,Tablet,Mobile Hardware,North,2,800,800.0
2025-10-15,Acer,Mouse,Accessories,West,14,420,420.0
2025-10-16,Dell,Laptop,Computers,South,10,8500,8500.0
2025-10-16,Samsung,Mouse,Accessories,North,14,420,378.0
2025-10-17,MSI,Processor,Components,North,13,4550,4550.0
2025-10-17,AMD,Desktop PC,Computers,South,14,9800,9310.0
2025-10-17,Lenovo,Mouse,Accessories,East,3,90,76.5
2025-10-18,Dell,Mouse,Accessories,West,14,420,378.0
2025-10-18,ASUS,Desktop PC,Computers,North,6,4200,4200.0
2025-10-19,Apple,Mouse,Accessories,East,13,390,370.5
2025-10-19,AMD,Keyboard,Accessories,South,8,440,440.0
2025-10-19,Samsung,Laptop,Computers,West,12,10200,9180.0
2025-10-20,Dell,Monitor,Displays,West,13,3250,2925.0
2025-10-20,AMD,Laptop,Computers,North,11,9350,8882.5
2025-10-21,Dell,Mouse,Accessories,West,12,360,360.0
2025-10-21,Apple,Keyboard,Accessories,West,1,55,49.5
2025-10-21,Samsung,Tablet,Mobile Hardware,West,1,400,400.0
2025-10-22,ASUS,Mouse,Accessories,West,11,330,330.0
2025-10-22,HP,Processor,Components,South,13,4550,4550.0
2025-10-23,Acer,Keyboard,Accessories,East,2,110,110.0
2025-10-23,ASUS,Desktop PC,Computers,South,11,7700,7700.0
2025-10-24,HP,Keyboard,Accessories,South,12,660,594.0
2025-10-24,Lenovo,Desktop PC,Computers,North,12,8400,7140.0
2025-10-24,Intel,SSD,Storage,West,6,720,720.0
2025-10-25,MSI,Monitor,Displays,South,9,2250,2250.0
2025-10-25,MSI,Graphics Card,Components,West,4,2600,2600.0
2025-10-26,Acer,Keyboard,Accessories,South,3,165,165.0
2025-10-26,Samsung,Printer,Office Hardware,South,12,2160,2160.0
2025-10-26,Apple,Processor,Components,North,8,2800,2380.0
2025-10-27,Samsung,Mouse,Accessories,East,11,330,330.0
2025-10-27,Apple,Processor,Components,East,10,3500,3500.0
2025-10-28,Samsung,Laptop,Computers,South,14,11900,11900.0
2025-10-28,Intel,Graphics Card,Components,North,9,5850,5265.0
2025-10-28,Lenovo,Laptop,Computers,West,12,10200,9180.0
2025-10-29,Lenovo,SSD,Storage,West,11,1320,1122.0
2025-10-29,HP,Graphics Card,Components,South,5,3250,2925.0
2025-10-30,AMD,Graphics Card,Components,East,9,5850,5850.0
2025-10-30,Lenovo,Laptop,Computers,North,2,1700,1700.0
2025-10-30,Lenovo,Desktop PC,Computers,East,3,2100,1995.0
2025-10-31,ASUS,Laptop,Computers,West,7,5950,5950.0
2025-10-31,ASUS,Processor,Components,East,7,2450,2327.5
2025-11-01,HP,Desktop PC,Computers,West,6,4200,4200.0
2025-11-01,AMD,Processor,Components,North,6,2100,2100.0
2025-11-01,Acer,SSD,Storage,North,2,240,228.0
2025-11-02,ASUS,Mouse,Accessories,South,10,300,285.0
2025-11-02,Acer,Tablet,Mobile Hardware,South,6,2400,2160.0
2025-11-03,Dell,Desktop PC,Computers,East,4,2800,2800.0
2025-11-03,ASUS,SSD,Storage,North,12,1440,1368.0
2025-11-03,Intel,Printer,Office Hardware,North,3,540,540.0
2025-11-04,AMD,SSD,Storage,South,13,1560,1560.0
2025-11-04,HP,Laptop,Computers,West,11,9350,9350.0
2025-11-05,Dell,Laptop,Computers,East,13,11050,11050.0
2025-11-05,AMD,Tablet,Mobile Hardware,East,2,800,800.0
2025-11-05,Intel,SSD,Storage,South,1,120,120.0
2025-11-06,AMD,Monitor,Displays,North,11,2750,2750.0
2025-11-06,Intel,Mouse,Accessories,South,11,330,330.0
2025-11-07,Intel,Laptop,Computers,South,5,4250,4250.0
2025-11-07,Acer,Tablet,Mobile Hardware,South,2,800,800.0
2025-11-07,Samsung,Mouse,Accessories,South,2,60,60.0
2025-11-08,Dell,SSD,Storage,West,7,840,798.0
2025-11-08,AMD,SSD,Storage,West,8,960,960.0
2025-11-09,Apple,Graphics Card,Components,North,13,8450,8450.0
2025-11-09,Dell,Tablet,Mobile Hardware,South,10,4000,4000.0
2025-11-10,Samsung,Laptop,Computers,West,8,6800,6460.0
2025-11-10,Dell,Monitor,Displays,North,14,3500,3150.0
2025-11-10,Lenovo,SSD,Storage,South,4,480,432.0
2025-11-11,Apple,Monitor,Displays,East,14,3500,3150.0
2025-11-11,Samsung,SSD,Storage,West,1,120,114.0
2025-11-12,Acer,Laptop,Computers,North,11,9350,8882.5
2025-11-12,AMD,Mouse,Accessories,East,7,210,199.5
2025-11-12,MSI,Keyboard,Accessories,South,1,55,55.0
2025-11-13,Samsung,Mouse,Accessories,South,11,330,330.0
2025-11-13,HP,SSD,Storage,South,4,480,480.0
2025-11-14,AMD,Processor,Components,West,8,2800,2380.0
2025-11-14,Samsung,Keyboard,Accessories,North,2,110,104.5
2025-11-14,Lenovo,Keyboard,Accessories,East,6,330,297.0
2025-11-15,MSI,Monitor,Displays,North,13,3250,3250.0
2025-11-15,Lenovo,Tablet,Mobile Hardware,West,6,2400,2400.0
2025-11-16,MSI,Monitor,Displays,North,12,3000,3000.0
2025-11-16,HP,Monitor,Displays,West,9,2250,2250.0
2025-11-16,AMD,Processor,Components,South,5,1750,1575.0
2025-11-17,Acer,Mouse,Accessories,East,10,300,285.0
2025-11-17,Lenovo,Mouse,Accessories,South,4,120,120.0
2025-11-18,Lenovo,Printer,Office Hardware,North,5,900,810.0
2025-11-18,Intel,SSD,Storage,South,12,1440,1440.0
2025-11-18,MSI,Processor,Components,East,12,4200,3570.0
2025-11-19,ASUS,Printer,Office Hardware,South,10,1800,1800.0
2025-11-19,AMD,Laptop,Computers,East,11,9350,9350.0
2025-11-20,MSI,SSD,Storage,East,5,600,600.0
2025-11-20,Intel,SSD,Storage,South,8,960,960.0
2025-11-20,Dell,Graphics Card,Components,West,10,6500,6500.0
2025-11-21,MSI,Graphics Card,Components,North,12,7800,7410.0
2025-11-21,Acer,Desktop PC,Computers,West,8,5600,5040.0
2025-11-22,AMD,Desktop PC,Computers,West,2,1400,1260.0
2025-11-22,Intel,Monitor,Displays,South,7,1750,1750.0
2025-11-22,Dell,Laptop,Computers,North,8,6800,6460.0
2025-11-23,Apple,Keyboard,Accessories,North,11,605,605.0
2025-11-23,Intel,Keyboard,Accessories,West,6,330,330.0
2025-11-24,Apple,Graphics Card,Components,South,5,3250,3087.5
2025-11-24,AMD,Graphics Card,Components,North,11,7150,6792.5
2025-11-24,Lenovo,Graphics Card,Components,West,9,5850,5850.0
2025-11-25,Intel,Processor,Components,North,13,4550,4550.0
2025-11-25,HP,Tablet,Mobile Hardware,South,3,1200,1020.0
2025-11-26,Apple,Desktop PC,Computers,South,12,8400,8400.0
2025-11-26,Acer,Processor,Components,South,13,4550,4550.0
2025-11-27,HP,Mouse,Accessories,North,13,390,370.5
2025-11-27,Samsung,Keyboard,Accessories,East,10,550,550.0
2025-11-27,Samsung,SSD,Storage,North,4,480,480.0
2025-11-28,Dell,Desktop PC,Computers,East,9,6300,6300.0
2025-11-28,Lenovo,Printer,Office Hardware,South,6,1080,972.0
2025-11-29,AMD,Mouse,Accessories,West,8,240,228.0
2025-11-29,Intel,Desktop PC,Computers,East,7,4900,4655.0
2025-11-29,ASUS,Processor,Components,South,11,3850,3272.5
2025-11-30,Acer,Laptop,Computers,South,2,1700,1530.0
2025-11-30,Apple,SSD,Storage,East,3,360,360.0
2025-12-01,AMD,Desktop PC,Computers,West,1,700,700.0
2025-12-01,HP,Tablet,Mobile Hardware,South,9,3600,3420.0
2025-12-01,Samsung,Graphics Card,Components,East,13,8450,8027.5
2025-12-02,Acer,Graphics Card,Components,West,7,4550,4322.5
2025-12-02,ASUS,SSD,Storage,West,1,120,114.0
2025-12-03,Intel,Processor,Components,South,3,1050,1050.0
2025-12-03,Dell,Graphics Card,Components,North,4,2600,2600.0
2025-12-03,ASUS,Desktop PC,Computers,North,4,2800,2800.0
2025-12-04,Acer,Printer,Office Hardware,South,5,900,900.0
2025-12-04,ASUS,Keyboard,Accessories,West,14,770,770.0
2025-12-05,Acer,Keyboard,Accessories,South,3,165,156.75
2025-12-05,Acer,Mouse,Accessories,East,3,90,85.5
2025-12-05,MSI,Monitor,Displays,North,1,250,250.0
2025-12-06,Apple,Laptop,Computers,East,7,5950,5652.5
2025-12-06,Samsung,SSD,Storage,South,11,1320,1254.0
2025-12-07,MSI,Mouse,Accessories,South,10,300,300.0
2025-12-07,Intel,Monitor,Displays,West,14,3500,3325.0
2025-12-07,MSI,Processor,Components,West,1,350,315.0
2025-12-08,Lenovo,Tablet,Mobile Hardware,West,2,800,720.0
2025-12-08,Lenovo,Tablet,Mobile Hardware,East,13,5200,4940.0
2025-12-09,Samsung,Laptop,Computers,West,4,3400,3230.0
2025-12-09,ASUS,Graphics Card,Components,South,13,8450,8450.0
2025-12-09,Apple,Desktop PC,Computers,West,4,2800,2800.0
2025-12-10,Samsung,Mouse,Accessories,North,5,150,150.0
2025-12-10,Acer,Mouse,Accessories,West,11,330,280.5
2025-12-11,HP,SSD,Storage,East,2,240,240.0
2025-12-11,Apple,SSD,Storage,North,4,480,480.0
2025-12-12,Apple,Tablet,Mobile Hardware,North,1,400,360.0
2025-12-12,Acer,Tablet,Mobile Hardware,North,2,800,680.0
2025-12-12,Acer,Printer,Office Hardware,East,1,180,162.0
